Year;Month;Day;Hour;Minute;Temperature;Total Precipitation;Wind Speed;Wind Direction
2019;01;04;09;00;-0.96;0.00;5.01;248.96
2019;01;04;10;00;-0.18;0.00;5.01;248.96
2019;01;04;11;00;1.41;0.00;4.02;296.57
2019;01;04;12;00;2.05;0.00;5.35;317.73
2019;01;04;13;00;4.17;0.00;4.55;341.57
2019;01;04;14;00;4.74;0.00;5.12;320.71
2019;01;04;15;00;4.17;0.00;6.70;306.25
2019;01;04;16;00;3.77;0.00;9.69;291.80
2019;01;04;17;00;3.22;0.00;12.52;288.43
2019;01;04;18;00;2.49;0.00;13.40;263.83
2019;01;04;19;00;2.38;0.00;19.20;263.54
2019;01;04;20;00;1.63;0.00;22.55;278.26
2019;01;04;21;00;1.17;0.00;19.16;275.39
2019;01;04;22;00;1.59;0.00;17.64;270.00
2019;01;04;23;00;2.11;0.00;19.80;268.96
2019;01;05;00;00;1.91;0.00;20.88;270.00
2019;01;05;01;00;1.39;0.00;18.72;268.90
2019;01;05;02;00;1.21;0.00;16.56;270.00
2019;01;05;03;00;1.10;0.00;14.11;264.14
2019;01;05;04;00;0.44;0.00;16.56;270.00
2019;01;05;05;00;0.26;0.00;19.80;270.00
2019;01;05;06;00;0.31;0.00;22.86;262.76
2019;01;05;07;00;0.38;0.10;25.77;257.91
2019;01;05;08;00;0.47;0.10;28.55;264.94
2019;01;05;09;00;0.83;0.20;32.40;270.00
2019;01;05;10;00;1.67;0.30;34.25;273.01
2019;01;05;11;00;2.50;0.40;37.11;272.22
2019;01;05;12;00;2.85;0.40;40.02;273.09
2019;01;05;13;00;2.44;0.20;33.93;274.26
2019;01;05;14;00;2.73;0.30;35.04;274.71
2019;01;05;15;00;2.83;0.20;35.46;275.83
2019;01;05;16;00;2.86;0.20;35.30;271.75
2019;01;05;17;00;2.40;0.40;35.29;268.83
2019;01;05;18;00;2.39;0.60;34.94;268.23
2019;01;05;19;00;2.56;0.50;32.41;268.73
2019;01;05;20;00;2.78;0.40;30.60;270.00
2019;01;05;21;00;2.93;0.30;28.08;270.00
2019;01;05;22;00;3.09;0.20;26.64;270.77
2019;01;05;23;00;3.10;0.20;25.57;271.61
2019;01;06;00;00;3.00;0.30;23.40;270.88
2019;01;06;01;00;2.93;0.30;22.35;272.77
2019;01;06;02;00;2.70;0.40;21.99;272.82
2019;01;06;03;00;2.46;0.40;20.93;273.95
2019;01;06;04;00;2.34;0.40;19.96;277.25
2019;01;06;05;00;2.09;0.30;19.60;277.39
2019;01;06;06;00;1.83;0.30;19.16;275.39
2019;01;06;07;00;1.61;0.30;19.49;274.24
2019;01;06;08;00;1.29;0.30;20.91;272.96
2019;01;06;09;00;1.29;0.30;23.07;272.68
2019;01;06;10;00;1.86;0.20;25.26;274.09
2019;01;06;11;00;2.48;0.10;26.84;276.93
2019;01;06;12;00;3.20;0.10;27.70;278.97
2019;01;06;13;00;4.48;0.00;15.11;282.38
2019;01;06;14;00;5.04;0.10;15.63;284.68
2019;01;06;15;00;5.46;0.10;15.89;283.09
2019;01;06;16;00;5.31;0.10;17.03;283.45
2019;01;06;17;00;4.41;0.10;16.17;281.56
2019;01;06;18;00;3.71;0.10;14.56;278.53
2019;01;06;19;00;3.41;0.00;12.40;295.82
2019;01;06;20;00;3.18;0.00;10.20;312.14
2019;01;06;21;00;2.95;0.00;8.50;306.38
2019;01;06;22;00;2.92;0.00;6.62;292.38
2019;01;06;23;00;2.73;0.00;5.80;277.13
2019;01;07;00;00;2.61;0.00;5.94;284.04
2019;01;07;01;00;2.50;0.10;6.29;293.63
2019;01;07;02;00;2.35;0.10;6.15;290.56
2019;01;07;03;00;2.11;0.00;6.29;283.24
2019;01;07;04;00;1.90;0.00;6.12;270.00
2019;01;07;05;00;1.49;0.00;6.48;270.00
2019;01;07;06;00;1.19;0.00;6.85;273.01
2019;01;07;07;00;1.44;0.00;7.24;275.71
2019;01;07;08;00;1.46;0.00;6.85;273.01
2019;01;07;09;00;1.70;0.00;6.88;276.01
2019;01;07;10;00;2.33;0.00;6.49;273.18
2019;01;07;11;00;3.00;0.00;5.86;280.62
2019;01;07;12;00;3.37;0.00;5.96;295.02
2019;01;07;13;00;3.91;0.00;5.69;325.30
2019;01;07;14;00;4.39;0.00;6.99;325.49
2019;01;07;15;00;4.55;0.00;8.50;323.62
2019;01;07;16;00;4.41;0.00;8.91;316.64
2019;01;07;17;00;4.05;0.00;7.70;307.41
2019;01;07;18;00;3.31;0.00;4.45;284.04
2019;01;07;19;00;3.32;0.00;6.30;239.04
2019;01;07;20;00;3.48;0.00;11.97;254.29
2019;01;07;21;00;3.33;0.00;13.71;256.33
2019;01;07;22;00;3.24;0.10;16.60;266.27
2019;01;07;23;00;2.79;0.10;16.17;258.44
2019;01;08;00;00;2.82;0.00;16.24;257.20
2019;01;08;01;00;2.68;0.40;17.73;257.09
2019;01;08;02;00;2.38;0.70;18.86;256.76
2019;01;08;03;00;2.66;1.10;21.52;252.47
2019;01;08;04;00;3.39;0.90;23.73;247.71
2019;01;08;05;00;4.11;0.60;27.25;254.68
2019;01;08;06;00;4.39;0.40;32.06;257.68
2019;01;08;07;00;4.53;0.40;36.43;258.02
2019;01;08;08;00;4.56;0.00;38.59;261.42
2019;01;08;09;00;4.56;0.00;39.40;264.76
2019;01;08;10;00;4.80;0.00;38.53;268.93
2019;01;08;11;00;4.87;0.00;38.16;270.00
2019;01;08;12;00;5.03;0.00;37.46;271.65
2019;01;08;13;00;5.36;0.00;42.91;266.63
2019;01;08;14;00;5.66;0.00;42.55;266.61
2019;01;08;15;00;5.80;0.00;43.56;269.53
2019;01;08;16;00;5.51;0.00;43.57;269.05
2019;01;08;17;00;5.15;0.00;42.48;270.49
2019;01;08;18;00;4.87;0.50;41.62;275.96
2019;01;08;19;00;4.68;0.00;41.96;279.38
2019;01;08;20;00;4.45;0.00;40.61;282.80
2019;01;08;21;00;4.08;0.00;36.25;285.55
2019;01;08;22;00;4.04;0.00;33.38;286.28
2019;01;08;23;00;3.87;0.00;32.79;289.23
2019;01;09;00;00;3.66;0.00;32.70;290.63
2019;01;09;01;00;3.36;0.00;32.36;290.85
2019;01;09;02;00;3.12;0.00;32.83;291.22
2019;01;09;03;00;2.96;0.00;32.76;292.62
2019;01;09;04;00;2.80;0.00;31.82;291.92
2019;01;09;05;00;2.63;0.00;31.91;293.96
2019;01;09;06;00;2.43;0.00;29.63;297.50
2019;01;09;07;00;2.59;0.10;26.76;303.48
2019;01;09;08;00;2.71;0.20;28.82;318.54
2019;01;09;09;00;2.61;0.20;32.53;332.30
2019;01;09;10;00;2.88;0.50;36.69;344.05
2019;01;09;11;00;3.16;0.20;37.37;346.63
2019;01;09;12;00;2.95;0.00;35.30;348.23
2019;01;09;13;00;3.70;0.00;32.22;346.43
2019;01;09;14;00;3.75;0.00;33.14;342.94
2019;01;09;15;00;3.59;0.00;33.01;341.57
2019;01;09;16;00;3.52;0.00;32.45;342.57
2019;01;09;17;00;3.05;0.00;30.85;340.93
2019;01;09;18;00;2.49;0.00;28.66;334.72
2019;01;09;19;00;0.93;0.00;24.64;334.93
2019;01;09;20;00;0.66;0.40;25.12;332.70
2019;01;09;21;00;0.61;0.20;26.80;329.30
2019;01;09;22;00;0.61;0.00;27.21;332.42
2019;01;09;23;00;0.48;0.00;27.90;340.40
2019;01;10;00;00;0.39;0.00;27.10;343.01
2019;01;10;01;00;0.28;0.00;28.47;350.54
2019;01;10;02;00;0.12;0.00;29.89;358.62
2019;01;10;03;00;-0.18;0.00;29.53;358.60
2019;01;10;04;00;-0.46;0.00;30.29;356.59
2019;01;10;05;00;-0.77;0.00;28.91;355.00
2019;01;10;06;00;-0.98;0.00;27.48;354.74
2019;01;10;07;00;-1.14;0.00;27.51;353.99
2019;01;10;08;00;-1.33;0.00;27.19;353.16
2019;01;10;09;00;-1.28;0.00;27.12;354.67
2019;01;10;10;00;-0.85;0.00;28.09;1.47
2019;01;10;11;00;-0.40;0.00;27.06;3.81
2019;01;10;12;00;-0.05;0.00;28.16;4.40
2019;01;10;13;00;2.35;0.00;25.26;4.09
2019;01;10;14;00;2.70;0.00;26.32;3.14
2019;01;10;15;00;2.53;0.00;27.06;3.81
2019;01;10;16;00;2.21;0.00;25.98;3.97
2019;01;10;17;00;1.72;0.00;23.77;1.74
2019;01;10;18;00;1.22;0.00;20.99;5.91
2019;01;10;19;00;0.95;0.00;18.84;6.58
2019;01;10;20;00;0.66;0.00;15.63;7.94
2019;01;10;21;00;0.49;0.00;8.83;11.77
2019;01;10;22;00;0.50;0.00;2.90;7.13
2019;01;10;23;00;0.30;0.00;1.84;281.31
2019;01;11;00;00;-0.38;0.00;4.69;327.53
2019;01;11;01;00;-1.25;0.00;3.89;326.31
2019;01;11;02;00;-1.34;0.00;3.42;341.57
2019;01;11;03;00;-0.87;0.00;3.10;35.54
2019;01;11;04;00;-0.98;0.00;2.55;81.87
2019;01;11;05;00;-1.18;0.00;2.19;80.54
2019;01;11;06;00;-1.01;0.00;1.08;360.00
2019;01;11;07;00;-0.83;0.00;1.53;225.00
2019;01;11;08;00;-1.50;0.00;3.76;196.70
2019;01;11;09;00;-0.78;0.00;3.76;196.70
2019;01;11;10;00;0.65;0.00;3.96;180.00
2019;01;11;11;00;2.35;0.00;2.74;156.80
2019;01;11;12;00;3.70;0.00;0.80;206.57
2019;01;11;13;00;1.91;0.00;3.88;291.80
2019;01;11;14;00;2.66;0.00;5.69;288.43
2019;01;11;15;00;2.62;0.00;10.54;277.85
2019;01;11;16;00;1.71;0.10;14.06;267.06
2019;01;11;17;00;0.68;0.20;13.21;252.55
2019;01;11;18;00;0.63;0.30;15.28;254.98
2019;01;11;19;00;1.13;0.30;19.24;252.58
2019;01;11;20;00;1.22;0.20;22.80;254.43
2019;01;11;21;00;1.33;0.20;25.52;253.61
2019;01;11;22;00;1.59;0.20;28.83;254.05
2019;01;11;23;00;1.73;0.10;27.16;255.41
2019;01;12;00;00;1.76;0.30;25.93;256.35
2019;01;12;01;00;1.91;0.30;27.11;259.29
2019;01;12;02;00;2.06;0.30;27.91;263.33
2019;01;12;03;00;1.96;0.20;28.27;263.42
2019;01;12;04;00;1.87;0.20;28.55;264.94
2019;01;12;05;00;1.91;0.10;28.00;261.87
2019;01;12;06;00;2.07;0.10;27.05;260.04
2019;01;12;07;00;2.25;0.10;25.41;262.67
2019;01;12;08;00;2.36;0.10;23.98;262.23
2019;01;12;09;00;2.78;0.10;25.05;262.57
2019;01;12;10;00;3.72;0.10;28.09;268.53
2019;01;12;11;00;4.89;0.10;29.53;271.40
2019;01;12;12;00;5.66;0.00;31.68;270.65
2019;01;12;13;00;5.70;0.00;27.06;273.81
2019;01;12;14;00;5.28;0.00;29.56;272.79
2019;01;12;15;00;5.66;0.00;28.27;263.42
2019;01;12;16;00;5.45;0.00;31.53;263.44
2019;01;12;17;00;4.28;0.00;31.01;254.51
2019;01;12;18;00;4.12;0.00;32.23;249.74
2019;01;12;19;00;4.36;0.20;36.11;249.58
2019;01;12;20;00;4.52;1.30;38.97;253.91
2019;01;12;21;00;4.38;0.90;44.80;254.62
2019;01;12;22;00;4.39;0.70;46.93;253.51
2019;01;12;23;00;4.64;0.40;47.38;253.22
2019;01;13;00;00;4.93;0.40;45.76;257.28
2019;01;13;01;00;4.81;0.50;47.30;261.68
2019;01;13;02;00;5.00;0.50;44.78;265.39
2019;01;13;03;00;4.92;0.30;38.59;261.42
2019;01;13;04;00;5.27;0.50;39.97;262.23
2019;01;13;05;00;5.51;0.70;38.09;262.94
2019;01;13;06;00;5.80;0.80;35.69;261.30
2019;01;13;07;00;6.00;0.70;38.45;263.01
2019;01;13;08;00;6.00;0.70;39.61;262.16
2019;01;13;09;00;6.03;1.20;39.71;261.14
2019;01;13;10;00;6.30;1.60;40.13;260.71
2019;01;13;11;00;6.36;2.10;40.48;260.79
2019;01;13;12;00;6.70;2.80;40.84;260.87
2019;01;13;13;00;6.40;2.50;27.68;249.44
2019;01;13;14;00;7.19;1.30;32.06;257.68
2019;01;13;15;00;7.37;0.20;34.49;256.11
2019;01;13;16;00;7.35;0.50;35.02;255.11
2019;01;13;17;00;7.31;0.30;34.38;252.32
2019;01;13;18;00;7.30;0.40;34.73;252.50
2019;01;13;19;00;7.45;0.50;35.62;255.96
2019;01;13;20;00;7.61;0.40;37.52;261.17
2019;01;13;21;00;7.68;0.30;38.80;263.07
2019;01;13;22;00;7.59;0.20;37.37;262.81
2019;01;13;23;00;7.44;0.10;35.73;265.96
2019;01;14;00;00;7.14;0.10;33.85;271.22
2019;01;14;01;00;7.15;0.30;30.74;275.38
2019;01;14;02;00;7.01;0.70;33.15;278.75
2019;01;14;03;00;6.64;0.30;32.14;285.59
2019;01;14;04;00;6.05;0.70;29.48;298.44
2019;01;14;05;00;5.73;0.70;26.37;304.99
2019;01;14;06;00;4.88;0.10;25.44;296.93
2019;01;14;07;00;4.39;0.00;26.47;292.38
2019;01;14;08;00;4.01;0.00;27.14;291.80
2019;01;14;09;00;4.05;0.00;26.88;290.38
2019;01;14;10;00;4.83;0.00;28.24;289.36
2019;01;14;11;00;5.47;0.00;29.83;289.75
2019;01;14;12;00;5.67;0.00;31.02;291.80
2019;01;14;13;00;6.57;0.60;29.83;289.75
2019;01;14;14;00;6.51;0.20;32.24;286.21
2019;01;14;15;00;6.50;0.00;33.72;286.11
2019;01;14;16;00;6.15;0.40;32.11;289.65
2019;01;14;17;00;5.65;0.30;29.17;294.03
2019;01;14;18;00;5.38;0.40;24.57;309.05
2019;01;14;19;00;5.23;0.60;17.43;308.29
2019;01;14;20;00;4.23;0.20;13.28;302.83
2019;01;14;21;00;3.89;0.00;11.38;288.43
2019;01;14;22;00;4.08;0.00;10.39;284.04
2019;01;14;23;00;4.15;0.00;9.89;280.49
2019;01;15;00;00;3.93;0.00;10.90;277.59
2019;01;15;01;00;3.57;0.00;10.09;272.05
2019;01;15;02;00;3.54;0.00;7.20;270.00
2019;01;15;03;00;3.03;0.00;6.12;270.00
2019;01;15;04;00;2.70;0.00;4.68;270.00
2019;01;15;05;00;2.12;0.00;4.21;250.02
2019;01;15;06;00;1.51;0.00;6.11;225.00
2019;01;15;07;00;0.26;0.00;7.90;210.07
2019;01;15;08;00;0.28;0.00;7.64;225.00
2019;01;15;09;00;2.03;0.00;11.18;255.07
2019;01;15;10;00;3.44;0.00;17.81;255.96
2019;01;15;11;00;4.36;0.00;23.04;270.90
2019;01;15;12;00;5.55;0.00;23.80;273.47
2019;01;15;13;00;6.17;0.00;18.45;275.60
2019;01;15;14;00;6.49;0.00;18.29;280.20
2019;01;15;15;00;6.53;0.00;17.94;280.41
2019;01;15;16;00;6.27;0.00;14.15;277.31
2019;01;15;17;00;5.33;0.00;9.18;281.31
2019;01;15;18;00;4.82;0.00;6.29;256.76
2019;01;15;19;00;4.31;0.00;7.39;223.03
2019;01;15;20;00;2.08;0.00;9.36;202.62
2019;01;15;21;00;0.59;0.00;9.06;186.84
2019;01;15;22;00;0.31;0.00;7.20;180.00
2019;01;15;23;00;0.17;0.00;5.45;172.41
2019;01;16;00;00;0.36;0.00;4.90;162.90
2019;01;16;01;00;0.75;0.00;4.20;149.04
2019;01;16;02;00;1.13;0.00;4.58;135.00
2019;01;16;03;00;1.16;0.00;5.00;120.26
2019;01;16;04;00;1.06;0.00;5.82;111.80
2019;01;16;05;00;0.91;0.00;6.62;112.38
2019;01;16;06;00;0.52;0.00;7.07;104.74
2019;01;16;07;00;0.25;0.00;6.92;98.97
2019;01;16;08;00;0.13;0.00;7.42;104.04
2019;01;16;09;00;0.65;0.00;7.52;106.70
2019;01;16;10;00;1.96;0.00;7.52;106.70
2019;01;16;11;00;3.67;0.00;6.57;99.46
2019;01;16;12;00;4.89;0.00;4.74;98.75
2019;01;16;13;00;6.58;0.00;7.75;111.80
2019;01;16;14;00;8.24;0.00;4.84;131.99
2019;01;16;15;00;10.56;0.00;7.97;251.57
2019;01;16;16;00;10.51;0.00;11.04;250.97
2019;01;16;17;00;9.33;0.00;9.93;226.47
2019;01;16;18;00;7.32;0.00;8.65;196.93
2019;01;16;19;00;6.13;0.00;6.62;157.62
2019;01;16;20;00;5.29;0.00;8.85;116.57
2019;01;16;21;00;5.82;0.00;6.49;123.69
2019;01;16;22;00;6.91;0.00;4.32;180.00
2019;01;16;23;00;7.19;0.00;11.63;248.20
2019;01;17;00;00;7.16;0.00;20.19;248.01
2019;01;17;01;00;6.29;0.00;19.59;252.90
2019;01;17;02;00;6.15;0.00;20.87;255.00
2019;01;17;03;00;6.13;0.00;20.99;247.83
2019;01;17;04;00;5.60;0.00;19.30;233.34
2019;01;17;05;00;6.57;0.00;21.39;233.90
2019;01;17;06;00;7.13;0.00;20.09;233.75
2019;01;17;07;00;7.32;0.10;22.29;238.88
2019;01;17;08;00;7.20;0.10;28.15;249.02
2019;01;17;09;00;6.64;0.10;26.84;263.07
2019;01;17;10;00;6.30;0.20;29.54;272.10
2019;01;17;11;00;6.50;0.00;26.08;263.66
2019;01;17;12;00;6.90;0.00;28.08;269.27
2019;01;17;13;00;8.28;0.00;28.98;263.58
2019;01;17;14;00;7.77;0.00;27.34;260.91
2019;01;17;15;00;7.49;0.10;28.24;258.98
2019;01;17;16;00;6.94;0.20;27.50;255.60
2019;01;17;17;00;5.80;0.00;25.15;256.76
2019;01;17;18;00;4.78;0.00;23.93;254.29
2019;01;17;19;00;4.33;0.00;21.39;263.23
2019;01;17;20;00;4.11;0.00;21.96;270.00
2019;01;17;21;00;3.54;0.00;19.47;266.82
2019;01;17;22;00;2.94;0.00;16.52;258.69
2019;01;17;23;00;2.62;0.00;15.27;261.87
2019;01;18;00;00;2.82;0.50;17.70;274.67
2019;01;18;01;00;1.35;0.30;20.11;315.73
2019;01;18;02;00;0.77;0.00;16.12;330.57
2019;01;18;03;00;1.09;0.00;11.21;275.53
2019;01;18;04;00;-0.12;0.00;21.52;287.53
2019;01;18;05;00;-1.94;0.00;16.30;276.34
2019;01;18;06;00;-0.87;0.00;12.96;270.00
2019;01;18;07;00;-1.62;0.00;15.63;277.94
2019;01;18;08;00;-2.02;0.00;16.58;272.49
2019;01;18;09;00;-1.56;0.00;15.14;267.27
2019;01;18;10;00;-0.41;0.00;10.09;272.05
2019;01;18;11;00;1.58;0.00;4.38;279.46
2019;01;18;12;00;3.41;0.00;1.61;333.43
2019;01;18;13;00;2.97;0.00;6.64;77.47
2019;01;18;14;00;3.40;0.00;9.26;76.50
2019;01;18;15;00;3.91;0.00;13.63;77.80
2019;01;18;16;00;3.85;0.00;16.24;77.20
2019;01;18;17;00;3.31;0.00;13.53;61.39
2019;01;18;18;00;2.44;0.00;13.44;69.62
2019;01;18;19;00;1.19;0.00;13.91;79.56
2019;01;18;20;00;1.17;0.00;11.66;98.88
2019;01;18;21;00;0.84;0.00;13.45;105.52
2019;01;18;22;00;0.34;0.00;13.71;103.67
2019;01;18;23;00;0.19;0.00;15.83;107.20
2019;01;19;00;00;0.14;0.00;14.93;105.38
2019;01;19;01;00;0.18;0.00;14.15;104.74
2019;01;19;02;00;0.15;0.00;14.92;109.75
2019;01;19;03;00;-0.02;0.00;15.18;112.31
2019;01;19;04;00;-0.43;0.00;15.29;116.57
2019;01;19;05;00;-0.79;0.00;14.17;117.22
2019;01;19;06;00;-1.05;0.00;13.57;111.80
2019;01;19;07;00;-1.14;0.00;14.20;120.47
2019;01;19;08;00;-1.49;0.00;15.29;116.57
2019;01;19;09;00;-0.89;0.00;14.39;121.70
2019;01;19;10;00;0.68;0.00;15.78;124.78
2019;01;19;11;00;1.92;0.00;10.50;120.96
2019;01;19;12;00;2.80;0.00;5.35;109.65
2019;01;19;13;00;2.00;0.00;2.88;90.00
2019;01;19;14;00;2.36;0.00;1.61;63.43
2019;01;19;15;00;2.41;0.00;2.10;59.04
2019;01;19;16;00;2.32;0.00;3.10;54.46
2019;01;19;17;00;1.96;0.00;4.33;41.63
2019;01;19;18;00;1.92;0.00;5.63;63.43
2019;01;19;19;00;1.34;0.00;6.52;96.34
2019;01;19;20;00;0.70;0.00;5.99;122.74
2019;01;19;21;00;0.07;0.00;6.30;120.96
2019;01;19;22;00;-0.42;0.00;6.99;124.51
2019;01;19;23;00;-0.59;0.00;7.49;125.22
2019;01;20;00;00;-0.47;0.00;6.99;124.51
2019;01;20;01;00;-0.14;0.00;4.51;118.61
2019;01;20;02;00;-0.57;0.00;4.10;105.26
2019;01;20;03;00;-0.19;0.00;5.45;97.59
2019;01;20;04;00;0.06;0.00;6.99;101.89
2019;01;20;05;00;0.56;0.00;10.14;106.50
2019;01;20;06;00;1.05;0.00;9.18;115.56
2019;01;20;07;00;1.38;0.00;7.75;111.80
2019;01;20;08;00;1.70;0.00;7.41;119.05
2019;01;20;09;00;2.10;0.00;8.37;115.46
2019;01;20;10;00;3.21;0.00;6.62;112.38
2019;01;20;11;00;4.47;0.00;1.80;90.00
2019;01;20;12;00;5.21;0.00;2.88;360.00
2019;01;20;13;00;5.78;0.00;3.26;83.66
2019;01;20;14;00;6.38;0.00;5.69;71.57
2019;01;20;15;00;6.45;0.00;6.99;55.49
2019;01;20;16;00;6.30;0.00;7.65;41.19
2019;01;20;17;00;5.70;0.00;7.90;24.23
2019;01;20;18;00;4.82;0.00;8.31;17.65
2019;01;20;19;00;4.51;0.00;8.09;20.85
2019;01;20;20;00;4.37;0.00;6.99;11.89
2019;01;20;21;00;4.03;0.00;9.18;348.69
2019;01;20;22;00;3.12;0.00;11.73;342.12
2019;01;20;23;00;1.96;0.00;12.73;331.26
2019;01;21;00;00;1.24;0.00;11.71;315.00
2019;01;21;01;00;0.89;0.00;10.59;305.31
2019;01;21;02;00;0.62;0.00;9.89;303.11
2019;01;21;03;00;0.42;0.00;9.02;298.61
2019;01;21;04;00;0.30;0.00;7.59;301.43
2019;01;21;05;00;0.12;0.00;6.64;310.60
2019;01;21;06;00;-0.29;0.00;7.39;316.97
2019;01;21;07;00;-0.95;0.00;9.69;318.01
2019;01;21;08;00;-1.43;0.00;11.02;321.63
2019;01;21;09;00;-1.40;0.00;10.59;324.69
2019;01;21;10;00;-0.74;0.00;11.09;324.25
2019;01;21;11;00;0.33;0.00;10.19;327.99
2019;01;21;12;00;1.83;0.00;9.51;330.52
2019;01;21;13;00;1.04;0.00;10.03;338.96
2019;01;21;14;00;1.73;0.00;10.97;336.80
2019;01;21;15;00;2.25;0.00;12.10;337.25
2019;01;21;16;00;2.11;0.00;12.73;331.26
2019;01;21;17;00;1.04;0.00;11.30;322.77
2019;01;21;18;00;-0.22;0.00;9.96;310.60
2019;01;21;19;00;-0.78;0.00;8.53;297.65
2019;01;21;20;00;-1.04;0.00;7.99;277.77
2019;01;21;21;00;-1.28;0.00;7.24;275.71
2019;01;21;22;00;-1.44;0.00;5.45;277.59
2019;01;21;23;00;-1.41;0.00;4.33;274.76
2019;01;22;00;00;-1.37;0.00;2.19;279.46
2019;01;22;01;00;-1.55;0.00;1.61;63.43
2019;01;22;02;00;-1.76;0.00;4.10;105.26
2019;01;22;03;00;-1.66;0.00;4.21;109.98
2019;01;22;04;00;-1.95;0.00;3.96;90.00
2019;01;22;05;00;-2.24;0.00;2.55;135.00
2019;01;22;06;00;-2.16;0.00;3.71;150.95
2019;01;22;07;00;-2.02;0.00;2.62;164.05
